id,sem,lem,cer,cg,flex,pron,orto,etim,varia,def,sinta,ex,comp,not
1216,1216,SUCER,,,,,,,,,,,,
1217,1217,SUPERMARCHÉ,,,,,,,,,,,,
1218,1218,SUPPOSER,,,,,,,,,,,,
1219,1219,EN HAUT,,,,,,,,,,,,
1220,1220,TAIRE,,,,,,,,,,,,
1221,1221,TEL,,,,,,,,,,,,
1222,1222,COUPER,,,,,,,,,,,,
1223,1223,TANT DE,,,,,,,,,,,,
1224,1224,TANT,,,,,,,,,,,,
1225,1225,TAPIS,,,,,,,,,,,,
1226,1226,TARDER,,,,,,,,,,,,
1227,1227,TARD,,,,,,,,,,,,
1228,1228,TASSE,,,,,,,,,,,,
1229,1229,PLANCHE,,,,,,,,,,,,
1230,1230,TABLEAU NOIR,,,,,,,,,,,,
1231,1231,TAUREAU,,,,,,,,,,,,
1232,1232,TAXI,,,,,,,,,,,,
1233,1233,TE,,,,,,,,,,,,
1234,1234,TE,,,,,,,,,,,,
1235,1235,THÉ,,,,,,,,,,,,
1236,1236,THÉÂTRE,,,,,,,,,,,,
1237,1237,PLAFOND,,,,,,,,,,,,
1238,1238,TOIT,,,,,,,,,,,,
1239,1239,TISSU,,,,,,,,,,,,
1240,1240,TÉLÉPHONER,,,,,,,,,,,,
1241,1241,TÉLÉPHONE,,,,,,,,,,,,
1242,1242,TÉLÉVISION,,,,,,,,,,,,
1243,1243,CRAINDRE,,,,,,,,,,,,
1244,1244,TEMPS,,,,,,,,,,,,
1245,1245,TEMPS,,,,,,,,,,,,
1246,1246,TENIR,,,,,,,,,,,,
1247,1247,TENNIS,,,,,,,,,,,,
1248,1248,TERRE,,,,,,,,,,,,
1249,1249,TERRE,,,,,,,,,,,,
1250,1250,TERRASSE,,,,,,,,,,,,
1251,1251,TROISIÈME,,,,,,,,,,,,
1252,1252,TOI,,,,,,,,,,,,
1253,1253,TANTE,,,,,,,,,,,,
1254,1254,TIGRE,,,,,,,,,,,,
1255,1255,ONCLE,,,,,,,,,,,,
1256,1256,TOUCHER,,,,,,,,,,,,
1257,1257,TOMATE,,,,,,,,,,,,
1258,1258,TON,,,,,,,,,,,,
1259,1259,TIEN ,,,,,,,,,,,,
1260,1260,REMETTRE ,,,,,,,,,,,,
1261,1261,REVENIR,,,,,,,,,,,,
1262,1262,AUTOUR,,,,,,,,,,,,
1263,1263,ROBINET,,,,,,,,,,,,
1264,1264,TOUR,,,,,,,,,,,,
1265,1265,GÂTEAU,,,,,,,,,,,,
1266,1266,TOUT,,,,,,,,,,,,
1267,1267,TOUT,,,,,,,,,,,,
1268,1268,TRAITER,,,,,,,,,,,,
1269,1269,TRACTEUR,,,,,,,,,,,,
1270,1270,TIRER,,,,,,,,,,,,
1271,1271,TRANQUILLE,,,,,,,,,,,,
1272,1272,TREIZE,,,,,,,,,,,,
1273,1273,TRAIN,,,,,,,,,,,,
1274,1274,TRENTE,,,,,,,,,,,,
1275,1275,TROIS,,,,,,,,,,,,
1276,1276,TRISTE,,,,,,,,,,,,
1277,1277,TROMPETTE,,,,,,,,,,,,
1278,1278,TRONC,,,,,,,,,,,,
1279,1279,TROP DE,,,,,,,,,,,,
1280,1280,TROP,,,,,,,,,,,,
1281,1281,TU ,,,,,,,,,,,,
1282,1282,TUNNEL,,,,,,,,,,,,
1283,1283,DERNIER,,,,,,,,,,,,
1284,1284,UNIQUE,,,,,,,,,,,,
1285,1285,UNIR,,,,,,,,,,,,
1286,1286,UNIVERSITÉ,,,,,,,,,,,,
1287,1287,UN,,,,,,,,,,,,
1288,1288,UN,,,,,,,,,,,,
1289,1289,EMPLOYER,,,,,,,,,,,,
1290,1290,UTILE,,,,,,,,,,,,
1291,1291,RAISIN,,,,,,,,,,,,
1292,1292,VACANCES,,,,,,,,,,,,
1293,1293,VACHE,,,,,,,,,,,,
1294,1294,VIDE,,,,,,,,,,,,
1295,1295,VALOIR,,,,,,,,,,,,
1296,1296,VALISE,,,,,,,,,,,,
1297,1297,VALLÉE,,,,,,,,,,,,
1298,1298,VALEUR,,,,,,,,,,,,
1299,1299,FOIS,,,,,,,,,,,,
1300,1300,VIEUX,,,,,,,,,,,,
1301,1301,VIEUX,,,,,,,,,,,,
1302,1302,VOITURE,,,,,,,,,,,,
1303,1303,VOIR,,,,,,,,,,,,
1304,1304,VOIR ,,,,,,,,,,,,
1305,1305,VOILE,,,,,,,,,,,,
1306,1306,GAGNER,,,,,,,,,,,,
1307,1307,VENDRE,,,,,,,,,,,,
1308,1308,VENDREDI,,,,,,,,,,,,
1309,1309,VENIR,,,,,,,,,,,,
1310,1310,VENT,,,,,,,,,,,,
1311,1311,VENTRE,,,,,,,,,,,,
1312,1312,VERT,,,,,,,,,,,,
1313,1313,LÉGUMES,,,,,,,,,,,,
1314,1314,VÉRITÉ,,,,,,,,,,,,
1315,1315,VER,,,,,,,,,,,,
1316,1316,VERS,,,,,,,,,,,,
1317,1317,VÊTEMENT,,,,,,,,,,,,
1318,1318,VÊTEMENTS,,,,,,,,,,,,
1319,1319,VÊTEMENT,,,,,,,,,,,,
1320,1320,HABILLER,,,,,,,,,,,,
1321,1321,HABILLER ,,,,,,,,,,,,
1322,1322,VERRE,,,,,,,,,,,,
1323,1323,RUBAN,,,,,,,,,,,,
1324,1324,RUE,,,,,,,,,,,,
1325,1325,ROUTE,,,,,,,,,,,,
1326,1326,VOIE,,,,,,,,,,,,
1327,1327,VOYAGE,,,,,,,,,,,,
1328,1328,VOYAGEUR,,,,,,,,,,,,
1329,1329,VOYAGER,,,,,,,,,,,,
1330,1330,VINGT,,,,,,,,,,,,
1331,1331,FERME,,,,,,,,,,,,
1332,1332,VILLAGE,,,,,,,,,,,,
1333,1333,VIN,,,,,,,,,,,,
1334,1334,VIOLET,,,,,,,,,,,,
1335,1335,VISITER,,,,,,,,,,,,
1336,1336,VUE,,,,,,,,,,,,
1337,1337,VIE,,,,,,,,,,,,
1338,1338,VIVRE,,,,,,,,,,,,
1339,1339,VIVANT,,,,,,,,,,,,
1340,1340,VIF,,,,,,,,,,,,
1341,1341,VOIX,,,,,,,,,,,,
1342,1342,VOLER,,,,,,,,,,,,
1343,1343,VOULOIR,,,,,,,,,,,,
1344,1344,ENVIE,,,,,,,,,,,,
1345,1345,RENARD,,,,,,,,,,,,
1346,1346,TOUR,,,,,,,,,,,,
1347,1347,VOMIR,,,,,,,,,,,,
1348,1348,VOUS,,,,,,,,,,,,
1349,1349,VOUS,,,,,,,,,,,,
1350,1350,VOUS,,,,,,,,,,,,
1351,1351,VOUS,,,,,,,,,,,,
1352,1352,VOTRE,,,,,,,,,,,,
1353,1353,VÔTRE,,,,,,,,,,,,
1354,1354,ZÉRO,,,,,,,,,,,,
